symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status,latest_date,latest_close,history_rows,avg_volume_50d,avg_traded_value_50d,liquidity_pass,risk_tier,liquidity_reason
DBOL,Dhampur Bio Organics,10895,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,109.67,913,299744,33711040,True,HIGH,PASS
DBREALTY,Valor Estate,18128,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,114.34,1239,3195406,362471413,True,MEDIUM,PASS
DCAL,Dishman Carbogen Amcis,21704,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,187.44,1238,501119,83632871,True,HIGH,PASS
DCBBANK,DCB Bank,13725,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,177.69,1238,1726158,311168362,True,MEDIUM,PASS
DCW,DCW,817,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,45.73,1238,2250997,102125271,True,MEDIUM,PASS
DCXINDIA,DCX Systems,11895,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,192.36,870,5020213,925381116,True,LOW,PASS
DDEVPLSTIK,Ddev Plastiks Industries,29098,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,238.75,329,144774,33891009,True,HIGH,PASS
DEEDEV,DEE Development Engineers,24156,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,476.35,468,1766607,572140207,True,LOW,PASS
DEEPINDS,Deep Industries,3292,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,447.0,1238,687201,292713795,True,MEDIUM,PASS
DELTACORP,Delta Corp,15044,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,67.59,1238,4899724,355864058,True,MEDIUM,PASS
DEN,Den Networks,17722,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,25.63,1238,654605,17606196,True,HIGH,PASS
DENTA,Denta Water and Infra Solutions,29256,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,258.6,319,360705,93120285,True,HIGH,PASS
DHAMPURSUG,Dhampur Sugar Mills,857,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,141.64,1238,938172,133689188,True,MEDIUM,PASS
DHANBANK,Dhanlaxmi Bank,11359,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,33.15,1238,2074007,60993741,True,HIGH,PASS
DHARMAJ,Dharmaj Crop Guard,13001,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,265.8,851,57455,14703975,True,HIGH,PASS
DIACABS,Diamond Power Infrastructure,18543,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,191.82,817,3463328,570585426,True,LOW,PASS
DIFFNKG,Diffusion Engineers,25672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,314.65,399,99204,28416274,True,HIGH,PASS
DIGITIDE,Digitide Solutions,757515,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,93.97,230,663075,58085131,True,HIGH,PASS
DLINKINDIA,D-Link,17851,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,467.1,1238,142015,62493393,True,HIGH,PASS
DMCC,DMCC Speciality Chemicals,6973,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,307.7,1105,96329,27048602,True,HIGH,PASS
DOLATALGO,Dolat Algotech,12124,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,75.72,1238,207353,15664176,True,HIGH,PASS
DOLLAR,Dollar Industries,20560,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,260.35,1238,439029,137651565,True,MEDIUM,PASS
DOLPHIN,Dolphin Offshore,18139,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,415.3,677,125683,52796439,True,HIGH,PASS
DPEL,Divine Power Energy,24286,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE,2026-05-18,519.6,460,63950,26890054,True,HIGH,PASS
DREAMFOLKS,Dreamfolks Services,10859,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,76.08,915,179299,13128164,True,HIGH,PASS
DREDGECORP,Dredging Corporation of India,11271,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,865.75,1238,268121,252974689,True,MEDIUM,PASS
DSSL,Dynacons Systems & Solutions,25690,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1382.8,1238,106146,128188158,True,MEDIUM,PASS
DWARKESH,Dwarikesh Sugar Industries,11667,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,41.65,1238,3847734,176653981,True,MEDIUM,PASS
DYCL,Dynamic Cables,10417,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,286.7,941,344758,112631279,True,MEDIUM,PASS
E2E,E2E Networks,8937,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,3024.4,1201,66730,185750897,True,HIGH,PASS
EBGNG,GNG Electronics,757862,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,424.85,196,451908,182717675,True,MEDIUM,PASS
ECOSMOBLTY,ECOS Mobility & Hospitality,25060,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,129.51,420,415691,53148118,True,HIGH,PASS
EDELWEISS,Edelweiss Financial Services,15119,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,110.4,1238,5281590,599039511,True,LOW,PASS
EFCIL,EFC,758675,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,179.32,182,580809,113007544,True,MEDIUM,PASS
EIEL,Enviro Infra Engineers,27213,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,187.07,361,6447262,1237993189,True,LOW,PASS
EKC,Everest Kanto Cylinder,13091,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,114.99,1238,307864,34101046,True,HIGH,PASS
ELECTCAST,Electrosteel Castings,928,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,77.96,1238,4288453,343715923,True,MEDIUM,PASS
ELIN,Elin Electronics,13423,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,116.0,835,226353,27012133,True,HIGH,PASS
ELLEN,Ellenbarrie Industrial Gases,758563,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,273.95,216,676931,157722713,True,MEDIUM,PASS
EMBDL,Embassy Developments,14450,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,67.25,1226,2604239,152237534,True,MEDIUM,PASS
EMIL,Electronics Mart,11530,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,117.44,887,1323445,151727668,True,MEDIUM,PASS
EMSLIMITED,EMS,18593,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,314.15,656,599535,201445477,True,MEDIUM,PASS
EMUDHRA,eMudhra,9756,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,460.85,981,217591,95739073,True,HIGH,PASS
ENTERO,Entero Healthcare Solutions,22717,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1191.8,555,81633,95962579,True,HIGH,PASS
EPACK,Epack Durable,22463,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,240.55,568,2573625,702490987,True,LOW,PASS
EPACKPEB,EPack Prefab Technologies,759251,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,188.23,153,651988,117546856,True,MEDIUM,PASS
EPIGRAL,Epigral,5382,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1203.9,1174,93502,102107797,True,HIGH,PASS
EPL,EPL,981,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,213.22,1238,1123576,243847080,True,MEDIUM,PASS
EQUITASBNK,Equitas Small Finance Bank,913,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,66.74,1238,4195690,267334561,True,MEDIUM,PASS
ESAFSFB,ESAF Small Finance Bank,19878,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,27.93,622,931533,24170536,True,HIGH,PASS
ESSARSHPNG,Essar Shipping,25634,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,23.88,1238,393220,10192911,True,HIGH,PASS
ESTER,Ester Industries,24265,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,97.17,1238,191850,17352556,True,HIGH,PASS
EUREKAFORB,Eureka Forbes,25162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,493.65,415,212390,99267042,True,HIGH,PASS
EUROPRATIK,Euro Pratik Sales,759797,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,245.15,159,246787,59749252,True,HIGH,PASS
EVEREADY,Eveready Industries,11782,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,320.6,1238,140158,43348109,True,HIGH,PASS
EXICOM,Exicom Tele-Systems,22947,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,110.34,542,766550,79901612,True,HIGH,PASS
EXPLEOSOL,Expleo Solutions,17486,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,904.9,1238,81663,68821502,True,HIGH,PASS
FABTECH,Fabtech Technologies,760125,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,148.13,150,648210,102157751,True,MEDIUM,PASS
FCL,Fineotex Chemical,6198,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,30.52,1239,6264428,164998283,True,MEDIUM,PASS
FDC,FDC,4898,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,361.9,1238,101682,35755119,True,HIGH,PASS
FEDFINA,Fedbank Financial Services,20322,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,150.38,609,1066796,151521067,True,MEDIUM,PASS
FIEMIND,Fiem Industries,13710,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,2153.2,1238,56658,120710616,True,HIGH,PASS
FILATEX,Filatex India,24532,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,41.14,1238,752864,31871343,True,HIGH,PASS
FINOPB,Fino Payments Bank,6579,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,117.95,1117,1099397,151674041,True,MEDIUM,PASS
FINPIPE,Finolex Industries,1041,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,163.61,1238,614931,104410822,True,MEDIUM,PASS
FISCHER,Fischer Medical Ventures,757658,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,34.77,210,1447704,54267458,True,HIGH,PASS
FLAIR,Flair Writing Industries,20372,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,333.4,608,101208,31896468,True,HIGH,PASS
FMGOETZE,Federal Mogul Goetze,1190,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,432.5,1238,70701,29365230,True,HIGH,PASS
FOODSIN,Foods & Inns,6673,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,54.6,1115,205376,11681200,True,HIGH,PASS
FUSION,Fusion Finance,11932,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,183.34,868,526737,94977468,True,HIGH,PASS
GAEL,Gujarat Ambuja Exports,8828,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,161.98,1238,1011087,153090444,True,MEDIUM,PASS
GANDHAR,Gandhar Oil Refinery,20303,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,158.36,609,494820,73313838,True,HIGH,PASS
GANECOS,Ganesha Ecosphere,6944,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1029.4,1238,1064131,1084103771,True,LOW,PASS
GANESHBE,Ganesh Benzoplast,5614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,92.39,1156,249570,22620065,True,HIGH,PASS
GANESHCP,Ganesh Consumer Products,759012,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,189.73,155,180783,32914959,True,HIGH,PASS
GANESHHOU,Ganesh Housing,14339,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,708.45,1238,78612,48795652,True,HIGH,PASS
GARFIBRES,Garware Technical Fibres,1100,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,643.35,1238,85280,53322497,True,HIGH,PASS
GARUDA,Garuda Construction & Engineering,25800,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,167.64,392,1101021,191506777,True,MEDIUM,PASS
GATEWAY,Gateway Distriparks,8510,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,55.66,1029,1087744,60951915,True,HIGH,PASS
GCSL,Gretex Corporate Services,758986,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,377.85,171,142686,52336344,True,HIGH,PASS
GEMAROMA,Gem Aromatics,759463,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,151.44,178,105898,18620373,True,HIGH,PASS
GENESYS,Genesys International Corp,10905,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,204.65,1238,588473,148913931,True,MEDIUM,PASS
GENUSPOWER,Genus Power Infrastructures,11905,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,304.75,1238,752949,213592756,True,MEDIUM,PASS
GEOJITFSL,Geojit Financial Services,11896,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,73.16,1238,555853,35155643,True,HIGH,PASS
GHCL,GHCL,1127,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,449.9,1238,158647,75071830,True,HIGH,PASS
GHCLTEXTIL,GHCL Textiles,16696,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,85.81,726,374611,31366393,True,HIGH,PASS
GICHSGFIN,GIC Housing Finance,1139,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,148.62,1238,114010,16885214,True,HIGH,PASS
GICL,Globe International Carriers,761025,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,40.0,867,833783,33348290,True,HIGH,PASS
GIPCL,Gujarat Industries Power Company,1145,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,143.72,1238,354544,50459645,True,HIGH,PASS
GKENERGY,GK Energy,759048,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,121.73,156,857014,101319084,True,MEDIUM,PASS
GLOBAL,Global Education,1415,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,102.55,1238,129140,13430551,True,HIGH,PASS
GLOBUSSPR,Globus Spirits,17424,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,879.4,1238,112818,108765274,True,MEDIUM,PASS
GLOTTIS,Glottis,760116,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,60.48,150,288712,15475388,True,HIGH,PASS
GMBREW,GM Breweries,1168,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,904.8,1238,122846,122151989,True,MEDIUM,PASS
GMMPFAUDLR,GMM Pfaudler,1570,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,870.45,1238,76463,66710583,True,HIGH,PASS
GMRP&UI,GMR Power & Urban Infra,8529,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,114.35,1028,1789725,190730898,True,MEDIUM,PASS
GNA,GNA Axles,18571,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,361.95,1238,114945,47701285,True,HIGH,PASS
GNFC,Gujarat Narmada Valley Fert & Chem,1174,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,519.1,1238,404833,185480232,True,MEDIUM,PASS
GOCLCORP,GOCL Corporation,3963,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,289.45,1238,407388,113223720,True,MEDIUM,PASS
GOCOLORS,Go Colors,6964,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,259.5,1106,287179,79375649,True,HIGH,PASS
GODAVARIB,Godavari Biorefineries,25941,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,305.05,381,397082,123988188,True,MEDIUM,PASS
GODREJAGRO,Godrej Agrovet,144,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,562.7,1238,185524,107793495,True,MEDIUM,PASS
GOKEX,Gokaldas Exports,11778,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,672.65,1238,575888,375656806,True,MEDIUM,PASS
GOKULAGRO,Gokul Agro Resources,14480,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,240.59,1239,2984267,604872305,True,LOW,PASS
GOLDIAM,Goldiam International,11971,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,370.1,1238,693960,245184442,True,MEDIUM,PASS
GOODLUCK,Goodluck India,6125,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1341.9,1238,126859,152913076,True,MEDIUM,PASS
GOPAL,Gopal Snacks,23066,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,296.7,536,160655,46609673,True,HIGH,PASS
GPPL,Gujarat Pipavav Port,19731,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,152.83,1238,1149412,177680763,True,MEDIUM,PASS
GPTHEALTH,GPT Healthcare,22846,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,138.76,546,148046,18978191,True,HIGH,PASS
GPTINFRA,GPT Infraprojects,17685,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,117.42,1238,189089,20892836,True,HIGH,PASS
GRAUWEIL,Grauer & Weil,5200,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,63.49,572,228774,15335475,True,HIGH,PASS
GREAVESCOT,Greaves Cotton,1235,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,160.48,1238,1231418,185952974,True,MEDIUM,PASS
GREENLAM,Greenlam Industries,6848,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,224.23,1238,156707,34520661,True,HIGH,PASS
GREENPANEL,Greenpanel Industries,13810,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,190.11,1238,191032,39579888,True,HIGH,PASS
GREENPLY,Greenply Industries,3987,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,253.2,1238,1477600,405422842,True,MEDIUM,PASS
GREENPOWER,Orient Green Power,20110,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,11.07,1227,10969184,125222980,True,MEDIUM,PASS
GRINDWELL,Grindwell Norton,13560,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1856.4,1238,95337,157008715,True,HIGH,PASS
GRINFRA,GR Infraprojects,5054,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,940.3,1196,202132,175865809,True,MEDIUM,PASS
GRMOVER,GRM Overseas,10871,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,169.49,915,1934596,312021136,True,MEDIUM,PASS
GRWRHITECH,Garware Hi-Tech Films,7982,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,5382.9,1060,105708,478087304,True,MEDIUM,PASS
GSFC,Gujarat State Fertilizers & Chemicals,1247,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,169.49,1238,1090207,175565276,True,MEDIUM,PASS
GSMFOILS,GSM Foils,23888,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE,2026-05-18,195.55,475,100990,20086650,True,HIGH,PASS
GTPL,GTPL Hathway,21195,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,67.04,1238,170289,10510047,True,HIGH,PASS
GUFICBIO,Gufic BioSciences,11606,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,277.1,1238,58404,17078755,True,HIGH,PASS
GUJALKALI,Gujarat Alkalies & Chemicals,1267,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,682.75,1238,6013115,3543278119,True,LOW,PASS
GUJGASLTD,Gujarat Gas,10599,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,364.75,1238,2023639,739817248,True,LOW,PASS
GUJTHEM,Gujarat Themis Biosyn,29731,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,347.45,299,324241,111853913,True,MEDIUM,PASS
GULFOILLUB,Gulf Oil Lubricants,4391,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,905.5,1238,75566,71453806,True,HIGH,PASS
GULPOLY,Gulshan Polyols,6286,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,188.7,1238,290414,51526617,True,HIGH,PASS
GVPIL,GE Power,7862,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,661.3,1238,159280,86494807,True,HIGH,PASS
HAPPSTMNDS,Happiest Minds Technologies,48,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,358.25,1238,3763272,1509707632,True,LOW,PASS
HAPPYFORGE,Happy Forgings,20854,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1373.3,591,71757,94570259,True,HIGH,PASS
HARDWYN,Hardwyn India,8962,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,23.47,1014,2883359,68522744,True,HIGH,PASS
HARIOMPIPE,Hariom Pipe Industries,8968,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,305.55,1013,218658,67338143,True,HIGH,PASS
HARSHA,Harsha Engineers,11162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,398.45,901,124101,51004110,True,HIGH,PASS
HATHWAY,Hathway Cable & Datacom,18154,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,10.04,1238,2939837,30510605,True,HIGH,PASS
HCC,Hindustan Construction Company,1375,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,21.18,1239,36249797,691087084,True,LOW,PASS
HCG,Healthcare Global Enterprises,15555,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,632.25,1239,186453,105413713,True,MEDIUM,PASS
HEIDELBERG,Heidelberg Cement,2316,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,154.85,1238,86387,13236323,True,HIGH,PASS
HEMIPROP,Hemisphere Properties,701,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,146.24,1238,1098174,151577060,True,MEDIUM,PASS
HERANBA,Heranba Industries,2614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,196.67,1238,82824,16208613,True,HIGH,PASS
HERITGFOOD,Heritage Foods,4598,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,325.0,1238,355322,118686136,True,MEDIUM,PASS
HGINFRA,HG Infra Engineering,1672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,602.35,1238,570446,325992085,True,MEDIUM,PASS
HGS,Hinduja Global Solutions,14712,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,398.75,1238,63435,24251192,True,HIGH,PASS
HIKAL,Hikal,9668,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,196.44,1238,366373,66287024,True,HIGH,PASS
HILTON,Hilton Metal Forging,14627,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,21.14,1239,866394,20077314,True,HIGH,PASS
HIMATSEIDE,Himatsingka Seide,1360,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,75.22,1238,887978,74545691,True,HIGH,PASS
HINDOILEXP,Hindustan Oil Exploration,1403,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,172.48,1238,2182869,323565899,True,MEDIUM,PASS
HINDWAREAP,Hindware Home Innovation,15883,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,213.39,1238,200152,41254911,True,HIGH,PASS
HIRECT,Hind Rectifiers,13890,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,910.15,1239,181219,154917677,True,MEDIUM,PASS
HITECH,Hi-Tech Pipes,2868,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,84.47,1238,950675,78774623,True,HIGH,PASS
HLEGLAS,HLE Glascoat,2289,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,304.5,1238,130382,39515686,True,HIGH,PASS
HMAAGRO,HMA Agro Industries,17053,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,23.32,711,767699,18263813,True,HIGH,PASS
HNDFDS,Hindustan Foods,12173,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,514.85,1238,59144,29674976,True,HIGH,PASS
HPL,HPL Electric & Power,18679,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,344.85,1238,334783,108540665,True,MEDIUM,PASS
HUBTOWN,Hubtown,14203,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,206.32,1238,843463,172942940,True,MEDIUM,PASS
HUHTAMAKI,Huhtamaki PPL,2562,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,160.7,1238,154442,26403729,True,HIGH,PASS
ICIL,Indo Count Industries,11987,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,298.35,1238,404082,107110505,True,MEDIUM,PASS
IDEAFORGE,Ideaforge Technology,17142,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,817.7,708,2440177,1452225599,True,LOW,PASS
IFBIND,IFB Industries,1485,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1086.9,1238,67614,72428564,True,HIGH,PASS
IGARASHI,Igarashi Motors,634,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,385.9,1238,148538,53640488,True,HIGH,PASS
IGCL,Indogulf Cropsciences,757801,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,60.7,214,173940,10475239,True,HIGH,PASS
IGPL,IG Petrochemicals,14086,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,446.05,1238,57665,22965332,True,HIGH,PASS
IIFLCAPS,IIFL Capital Services,13072,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,346.05,1238,869117,270312751,True,MEDIUM,PASS
IITL,Industrial Investment Trust,19525,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,160.67,1236,65874,10382857,True,HIGH,PASS
IKIO,IKIO Technologies,16822,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,153.96,722,709222,112073696,True,MEDIUM,PASS
